name,period,title,description,id,value,datetime_insights_pulled
shares,lifetime,Shares,The number of shares of your post.,18084660298418346,2,2025-03-18 19:30:48
total_interactions,lifetime,Post interactions,"The number of likes, saves, comments and shares on your post minus the number of unlikes, unsaves and deleted comments.",18084660298418346,130,2025-03-18 19:30:48
views,lifetime,Views,The number of times your post was played or displayed.,18084660298418346,0,2025-03-18 19:30:48
comments,lifetime,Comments,The number of comments on your post.,17997037112236958,5,2025-03-18 19:30:48
follows,lifetime,Follows,This is how many accounts started following you.,17997037112236958,16,2025-03-18 19:30:48
likes,lifetime,Likes,The number of likes on your post.,17997037112236958,558,2025-03-18 19:30:48
profile_activity,lifetime,Profile activity,"[IG Insights] This header is the name of a metric that appears on an educational info sheet for a particular post, story, video or promotion. This metric is the sum of all profile actions people take when they engage with this content.",17997037112236958,0,2025-03-18 19:30:48
profile_visits,lifetime,Profile Visits,The number of times your profile was visited.,17997037112236958,297,2025-03-18 19:30:48
reach,lifetime,Accounts reached,"The number of unique accounts that have seen this post, at least once. Reach is different from impressions, which may include multiple views of your post by the same accounts. This metric is estimated.",17997037112236958,12882,2025-03-18 19:30:48
saved,lifetime,Saved,The number of saves of your post.,17997037112236958,60,2025-03-18 19:30:48
shares,lifetime,Shares,The number of shares of your post.,17997037112236958,16,2025-03-18 19:30:48
total_interactions,lifetime,Post interactions,"The number of likes, saves, comments and shares on your post minus the number of unlikes, unsaves and deleted comments.",17997037112236958,639,2025-03-18 19:30:48
views,lifetime,Views,The number of times your post was played or displayed.,17997037112236958,0,2025-03-18 19:30:48
comments,lifetime,Comments,The number of comments on your reel.,18055399198480854,1,2025-03-18 19:30:48
ig_reels_avg_watch_time,lifetime,Reels Average Watch Time (milliseconds),This body communicates the definition for reels average watch time,18055399198480854,6807,2025-03-18 19:30:48
ig_reels_video_view_total_time,lifetime,Video View Total Time (milliseconds),This body communicates the definition for reels video view watch time,18055399198480854,14494220,2025-03-18 19:30:48
likes,lifetime,Likes,The number of likes on your reel.,18055399198480854,152,2025-03-18 19:30:48
reach,lifetime,Accounts reached,"The number of unique accounts that have seen this reel, at least once. Reach is different from impressions, which may include multiple views of your reel by the same accounts. This metric is estimated.",18055399198480854,2395,2025-03-18 19:30:48
saved,lifetime,Saved,The number of saves of your reel.,18055399198480854,7,2025-03-18 19:30:48
shares,lifetime,Shares,The number of shares of your reel.,18055399198480854,3,2025-03-18 19:30:48
total_interactions,lifetime,Reels interactions,"The number of likes, saves, comments and shares on your reels minus the number of unlikes, unsaves and deleted comments.",18055399198480854,163,2025-03-18 19:30:48
views,lifetime,Views,The number of times your reels was played or displayed,18055399198480854,3343,2025-03-18 19:30:48
comments,lifetime,Comments,The number of comments on your post.,18280666978090357,17,2025-03-18 19:30:49
follows,lifetime,Follows,This is how many accounts started following you.,18280666978090357,12,2025-03-18 19:30:49
likes,lifetime,Likes,The number of likes on your post.,18280666978090357,439,2025-03-18 19:30:49
profile_activity,lifetime,Profile activity,"[IG Insights] This header is the name of a metric that appears on an educational info sheet for a particular post, story, video or promotion. This metric is the sum of all profile actions people take when they engage with this content.",18280666978090357,0,2025-03-18 19:30:49
profile_visits,lifetime,Profile visits,The number of times your profile was visited.,18280666978090357,204,2025-03-18 19:30:49
reach,lifetime,Accounts reached,"The number of unique accounts that have seen this carousel container, at least once. Reach is different from impressions, which may include multiple views of your carousel container by the same accounts. This metric is estimated.",18280666978090357,4532,2025-03-18 19:30:49
saved,lifetime,Saved,The number of saves of your post.,18280666978090357,33,2025-03-18 19:30:49
shares,lifetime,Shares,The number of shares of your post.,18280666978090357,15,2025-03-18 19:30:49
total_interactions,lifetime,Post interactions,"The number of likes, saves, comments and shares on your post minus the number of unlikes, unsaves and deleted comments.",18280666978090357,504,2025-03-18 19:30:49
views,lifetime,Views,The number of times your post was played or displayed.,18280666978090357,0,2025-03-18 19:30:49
comments,lifetime,Comments,The number of comments on your post.,18000145058172322,7,2025-03-18 19:30:49
follows,lifetime,Follows,This is how many accounts started following you.,18000145058172322,25,2025-03-18 19:30:49
likes,lifetime,Likes,The number of likes on your post.,18000145058172322,448,2025-03-18 19:30:49
profile_activity,lifetime,Profile activity,"[IG Insights] This header is the name of a metric that appears on an educational info sheet for a particular post, story, video or promotion. This metric is the sum of all profile actions people take when they engage with this content.",18000145058172322,1,2025-03-18 19:30:49
